Date	Day	Tactics	Actors	Target	Event Description	Country	Location	Battle	Duration	Nationalist troops	Nat Arrests	Nat injuries	Nat deaths	Rep troops	Rep arrests	Rep injuries	Rep deaths	Workers	Civilian inj	Civiliandeaths	Source	Date	no event	Source Descriptions
24-Jul-36	Fri	hostage	Republicans	Nationalists	hold wife & daughter of General de Llona	Spain	Malaga	Malaga		301	2	0	0	30001	0	0	0	0	0	0	Knickerbocker			
24-Jul-36	Fri	hostage	Republicans	Nationalists	hold 5 aristocratic women	Spain	Oropesa	Oropesa		31	5	0	0	1001	0	0	0	0	0	0	Knickerbocker			
25-Jul-36	Sat	battle	Nationalists	Republicans	nine-day fire fight	Spain	Baena	Baena		301	0		5	301			10		0	12	Fraser			
25-Jul-36	Sat	murder	priest	Republicans	priest shoots dead 3 wounded Republicans	Spain	Barcelona			1	0	0	0	3		0	3	0	0	0	Fraser			
25-Jul-36	Sat	occupation	Nationalists	Republicans	Moroccan troops settle in city	Spain	San Roque	San Roque		3001	0	0	0	0		0	0	0	0	0	Fraser			
25-Jul-36	Sat	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
25-Jul-36	Sat	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
25-Jul-36	Sat	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
25-Jul-36	Sat	murder	Nationalists	Republicans	Civil Guard opens fire on militia	Spain	Puebla Valverde	Puebla Valverde		301	0	0	0	301	0	101	101	0	0	0	Jackson			
25-Jul-36	Sat	hostage	Republicans	Nationalists	hold wife & daughter of General de Llona	Spain	Malaga	Malaga		301	2	0	0	30001	0	0	0	0	0	0	Knickerbocker			
25-Jul-36	Sat	hostage	Republicans	Nationalists	hold 600 in ship in harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
25-Jul-36	Sat	hostage	Republicans	Nationalists	hold 5 aristocratic women	Spain	Oropesa	Oropesa		31	5	0	0	1001	0	0	0	0	0	0	Knickerbocker			
26-Jul-36	Sun	battle	Republicans	Nationalists	Republicans march to defend Aragon	Spain	Saragossa	Saragossa		15000	0	8	3	15000	0	8	3	0	0	0	Pettifer			
26-Jul-36	Sun	attack	Nationalists	Republicans	Nationalists reinforced by Falange	Spain	Somosierra	Somosierra		1500	0		1	301					0	0	Fraser			
26-Jul-36	Sun	battle	Nationalists	Republicans	nine-day fire fight	Spain	Baena	Baena		301	0		2	301			10		0	12	Fraser			
26-Jul-36	Sun	travel	Republicans	Nationalists	truck loads of Popular Front troops arrive for battle	Spain	San Roque	San Roque		0	0	0	0	1001		0	0	0	0	0	Fraser			
26-Jul-36	Sun	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
26-Jul-36	Sun	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
26-Jul-36	Sun	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
26-Jul-36	Sun	hostage	Republicans	Nationalists	hold wife & daughter of General de Llona	Spain	Malaga	Malaga		301	2	0	0	30001	0	0	0	0	0	0	Knickerbocker			
26-Jul-36	Sun	hostage	Republicans	Nationalists	hold 600 on a ship in the harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
26-Jul-36	Sun	hostage	Republicans	Nationalists	hold 5 aristocratic women	Spain	Oropesa	Oropesa		31	5	0	0	1001	0	0	0	0	0	0	Knickerbocker			
27-Jul-36	Mon	battle	Republicans	Nationalists	fire fights	Spain	San Roque	San Roque		3001	0	0	0	1001			200	0	0	7	Fraser			
27-Jul-36	Mon	battle	Nationalists	Republicans	nine-day fire fight	Spain	Baena	Baena		301	0		5	301			10		0	11	Fraser			
27-Jul-36	Mon	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
27-Jul-36	Mon	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
27-Jul-36	Mon	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
27-Jul-36	Mon	hostage	Republicans	Nationalists	hold wife & daughter of General de Llona	Spain	Malaga	Malaga		301	2	0	0	30001	0	0	0	0	0	0	Knickerbocker			
27-Jul-36	Mon	hostage	Republicans	Nationalists	hold 600 on a ship in the harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
27-Jul-36	Mon	hostage	Republicans	Nationalists	hold 5 aristocratic women	Spain	Oropesa	Oropesa		31	5	0	0	1001	0	0	0	0	0	0	Knickerbocker			
28-Jul-36	Tue	battle	Republicans	Nationalists	Republicans march to defend Aragon	Spain	Saragossa	Saragossa		15000	0	8	3	15000	0	8	3	0	0	0	Pettifer			
28-Jul-36	Tue	battle	Nationalists	Republicans	Nationalist reinforcements win the battle	Spain	Baena	Baena		301	0			301			99		0	0	Fraser			
28-Jul-36	Tue	massacre	Republicans	Nationalists	kill 81 hostages as Nationalist troops were coming in	Spain	San Francisco			0	0	0	0	101		0	0	0	0	81	Fraser			
28-Jul-36	Tue	battle	Republicans	Nationalists	two-day battle	Spain	Muniesa	Muniesa		301	0		16	301			16				Fraser			
28-Jul-36	Tue	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
28-Jul-36	Tue	bombing	Republicans	Nationalists	use Air Force planes to bomb Nationalist forces	Spain	Cordoba			1001	0	0	0	0	0	0	0	0	101	31	Fraser			
28-Jul-36	Tue	patronage	Germany	Nationalists	German transport planes arrive	Spain	Seville			3001	0	0	0	0	0	0	0	0	0	0	Carr			
28-Jul-36	Tue	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
28-Jul-36	Tue	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
28-Jul-36	Tue	transport	Nationalists	Republicans	German planes move troops from Morocco	Spain	Seville			2400	0	0	0	0	0	0	0	0	0	0	Jackson			
28-Jul-36	Tue	hostage	Republicans	Nationalists	hold wife & daughter of General de Llona	Spain	Malaga	Malaga		301	2	0	0	30001	0	0	0	0	0	0	Knickerbocker			
28-Jul-36	Tue	hostage	Republicans	Nationalists	hold 600 on a ship in the harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
28-Jul-36	Tue	hostage	Republicans	Nationalists	hold 5 aristocratic women	Spain	Oropesa	Oropesa		31	5	0	0	1001	0	0	0	0	0	0	Knickerbocker			
29-Jul-36	Wed	battle	Republicans	Nationalists	two-day battle won by Republicans	Spain	Muniesa	Muniesa		301	0		15	301			15	0	0	0	Fraser			
29-Jul-36	Wed	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
29-Jul-36	Wed	patronage	France	Republicans	French planes and munitions arrive	Spain	Barcelona			0	0	0	30001	0	0	0	0	0	0	0	Carr			
29-Jul-36	Wed	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
29-Jul-36	Wed	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
29-Jul-36	Wed	transport	Nationalists	Republicans	German planes move troops from Morocco	Spain	Seville			2400	0	0	0	0	0	0	0	0	0	0	Jackson			
29-Jul-36	Wed	hostage	Republicans	Nationalists	hold wife & daughter of General de Llona	Spain	Malaga	Malaga		301	2	0	0	30001	0	0	0	0	0	0	Knickerbocker			
29-Jul-36	Wed	hostage	Republicans	Nationalists	hold 600 on a ship in the harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
29-Jul-36	Wed	hostage	Republicans	Nationalists	hold 5 aristocratic women	Spain	Oropesa	Oropesa		31	5	0	0	1001	0	0	0	0	0	0	Knickerbocker			
29-Jul-36	Wed	bombing	Nationalists	Republicans	Nationalists bomb Republican lines	Spain	Saragossa	Saragossa		15000	0	0	0	15000	0	3	0	0	23	6	Pettifer			
30-Jul-36	Thu	battle	Republicans	Nationalists	Republicans march to defend Aragon	Spain	Saragossa	Saragossa		15000	0	8	3	15000	0	8	3	0	0	0	Pettifer			
30-Jul-36	Thu	bombing	Nationalists	Republicans	Nationalists bomb Republican lines	Spain	Saragossa	Saragossa		15000	0	0	0	15000	0	3	0	0	23	6	Pettifer			
30-Jul-36	Thu	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
30-Jul-36	Thu	patronage	Italy	Nationalists	Italian transport planes arrive	Spain	Spanish Morocco			3001	0	0	0	0	0	0	0	0	0	0	Carr			
30-Jul-36	Thu	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
30-Jul-36	Thu	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
30-Jul-36	Thu	transport	Nationalists	Republicans	German planes move troops from Morocco	Spain	Seville			2400	0	0	0	0	0	0	0	0	0	0	Jackson			
30-Jul-36	Thu	hostage	Republicans	Nationalists	hold wife & daughter of General de Llona	Spain	Malaga	Malaga		301	2	0	0	30001	0	0	0	0	0	0	Knickerbocker			
30-Jul-36	Thu	hostage	Republicans	Nationalists	hold 600 on a ship in the harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
30-Jul-36	Thu	hostage	Republicans	Nationalists	hold 5 aristocratic women	Spain	Oropesa	Oropesa		31	5	0	0	1001	0	0	0	0	0	0	Knickerbocker			
31-Jul-36	Fri	battle	Republicans	Nationalists	Republicans march to defend Aragon	Spain	Saragossa	Saragossa		15000	0	8	3	15000	0	8	3	0	0	0	Pettifer			
31-Jul-36	Fri	attack	Nationalists	Republicans	Mola's troops move almost into artillery range	Spain	Madrid	Madrid		3001	0	0	0	3001		0	0		0	0	Fraser			
31-Jul-36	Fri	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
31-Jul-36	Fri	murder	Nationalists	Republicans	shoot dead 8 men	Spain	Cordoba			31	0	0	0	8	0	0	8	0	0	0	Fraser			
31-Jul-36	Fri	bombing	Republicans	Nationalists	use Air Force planes to bomb Nationalist forces	Spain	Segovia			1001	0	0	0	0	0	0	0	0	101	31	Fraser			
31-Jul-36	Fri	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
31-Jul-36	Fri	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
31-Jul-36	Fri	transport	Nationalists	Republicans	German planes move troops from Morocco	Spain	Seville			2400	0	0	0	0	0	0	0	0	0	0	Jackson			
31-Jul-36	Fri	attack	Republicans	Nationalists	attack barracks & win final victory	Spain	Valencia	Valencia		301	101	8	8	3001	0	0	0	0	0	0	Jackson			
31-Jul-36	Fri	hostage	Republicans	Nationalists	hold wife & daughter of General de Llona	Spain	Malaga	Malaga		301	2	0	0	30001	0	0	0	0	0	0	Knickerbocker			
31-Jul-36	Fri	hostage	Republicans	Nationalists	hold 600 on a ship in the harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
31-Jul-36	Fri	hostage	Republicans	Nationalists	hold 5 aristocratic women	Spain	Oropesa	Oropesa		31	5	0	0	1001	0	0	0	0	0	0	Knickerbocker			
1-Aug-36	Sat	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
1-Aug-36	Sat	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
1-Aug-36	Sat	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
1-Aug-36	Sat	transport	Nationalists	Republicans	German planes move troops from Morocco	Spain	Seville			2400	0	0	0	0	0	0	0	0	0	0	Jackson			
1-Aug-36	Sat	attack	Nationalists	Republicans	attack & take town except for church tower	Spain	Almendralejo	Almendralejo		2000	0	0	0	100	0	0	0	0	0	0	Knickerbocker			
1-Aug-36	Sat	hostage	Republicans	Nationalists	hold 600 on a ship in the harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
1-Aug-36	Sat	hostage	Republicans	Nationalists	hold 5 aristocratic women	Spain	Oropesa	Oropesa		31	5	0	0	1001	0	0	0	0	0	0	Knickerbocker			
1-Aug-36	Sat	murder	Republicans	Nationalists	"ship crew mutinies, shoots 6 dead in port"	Spain	Barcelona	Barcelona		7	0	0	6	31	0	0	0	0	0	0	Knickerbocker			
2-Aug-36	Sun	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
2-Aug-36	Sun	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
2-Aug-36	Sun	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
2-Aug-36	Sun	transport	Nationalists	Republicans	German planes move troops from Morocco	Spain	Seville			2400	0	0	0	0	0	0	0	0	0	0	Jackson			
2-Aug-36	Sun	attack	Nationalists	Republicans	shell church tower	Spain	Almendralejo	Almendralejo		2000	0	0	0	100	0	0	0	0	0	0	Knickerbocker			
2-Aug-36	Sun	hostage	Republicans	Nationalists	hold 600 on a ship in the harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
2-Aug-36	Sun	hostage	Republicans	Nationalists	hold 5 aristocratic women	Spain	Oropesa	Oropesa		31	5	0	0	1001	0	0	0	0	0	0	Knickerbocker			
3-Aug-36	Mon	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
3-Aug-36	Mon	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
3-Aug-36	Mon	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
3-Aug-36	Mon	transport	Nationalists	Republicans	German planes move troops from Morocco	Spain	Seville			2400	0	0	0	0	0	0	0	0	0	0	Jackson			
3-Aug-36	Mon	murder	Italian troops	Republicans	shoot dead suspected Republicans	Spain	Majorca			301	0	0	0	31	0	0	31	0	0	0	Jackson			
3-Aug-36	Mon	attack	Nationalists	Republicans	shell church tower	Spain	Almendralejo	Almendralejo		2000	0	0	0	100	0	0	0	0	0	0	Knickerbocker			
3-Aug-36	Mon	hostage	Republicans	Nationalists	hold 600 on a ship in the harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
3-Aug-36	Mon	hostage	Republicans	Nationalists	hold 5 aristocratic women	Spain	Oropesa	Oropesa		31	5	0	0	1001	0	0	0	0	0	0	Knickerbocker			
4-Aug-36	Tue	move north	Nationalists	Republicans	"air-lifted from Morocco, move north"	Spain	Seville	Seville		8000	0	0	0	0		0	0	0	0	0	Fraser			
4-Aug-36	Tue	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
4-Aug-36	Tue	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
4-Aug-36	Tue	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
4-Aug-36	Tue	transport	Nationalists	Republicans	German planes move troops from Morocco	Spain	Seville			2400	0	0	0	0	0	0	0	0	0	0	Jackson			
4-Aug-36	Tue	attack	Nationalists	Republicans	shell church tower	Spain	Almendralejo	Almendralejo		2000	0	0	0	100	0	0	0	0	0	0	Knickerbocker			
4-Aug-36	Tue	hostage	Republicans	Nationalists	hold 600 on a ship in the harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
4-Aug-36	Tue	hostage	Republicans	Nationalists	hold 5 aristocratic women	Spain	Oropesa	Oropesa		31	5	0	0	1001	0	0	0	0	0	0	Knickerbocker			
5-Aug-36	Wed	move north	Nationalists	Republicans	"air-lifted from Morocco, move north"	Spain	Seville	Seville		8000	0	0	0	0		0	0	0	0	0	Fraser			
5-Aug-36	Wed	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
5-Aug-36	Wed	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
5-Aug-36	Wed	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
5-Aug-36	Wed	transport	Nationalists	Republicans	German planes move troops from Morocco	Spain	Seville			2400	0	0	0	0	0	0	0	0	0	0	Jackson			
5-Aug-36	Wed	bombing	Germany	Republicans	German bombers destroy Spanish warship	Spain	Strait of Gibraltar			5	0	0	0	301	0	100	201	0	0	0	Jackson			
5-Aug-36	Wed	occupation	Nationalists	Republicans	control Strait of Gibraltar with Italian planes	Spain	Strait of Gibraltar			301	0	0	0	0	0	0	0	0	0	0	Jackson			
5-Aug-36	Wed	attack	Nationalists	Republicans	shell church tower	Spain	Almendralejo	Almendralejo		2000	0	0	0	100	0	0	0	0	0	0	Knickerbocker			
5-Aug-36	Wed	hostage	Republicans	Nationalists	hold 600 on a ship in the harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
5-Aug-36	Wed	murder	Republicans	priests	"take an old priest, torture & then murder him"	Spain	Oropesa	Oropesa		0	0	0	1	1001	0	0	0	0	0	0	Knickerbocker			
5-Aug-36	Wed	hostage	Republicans	Nationalists	hold 5 aristocratic women	Spain	Oropesa	Oropesa		31	5	0	0	1001	0	0	0	0	0	0	Knickerbocker			
6-Aug-36	Thu	move north	Nationalists	Republicans	"air-lifted from Morocco, move north"	Spain	Seville	Seville		8000	0	0	0	0		0	0	0	0	0	Fraser			
6-Aug-36	Thu	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
6-Aug-36	Thu	patronage	Germany	Nationalists	German fighter planes arrive	Spain	Seville			3001	0	0	0	0	0	0	0	0	0	0	Carr			
6-Aug-36	Thu	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
6-Aug-36	Thu	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
6-Aug-36	Thu	attack	Nationalists	Republicans	"attack church tower; Republicans defeat, but lost their water supply"	Spain	Almendralejo	Almendralejo		2000	0	0	51	100	0	0	50	0	0	0	Knickerbocker			
6-Aug-36	Thu	hostage	Republicans	Nationalists	hold 600 on a ship in the harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
6-Aug-36	Thu	attack	Nationalists	Republicans	Nationalist forces take city	Spain	Oropesa	Oropesa		3001	0	0	0	1001	0	8	8	0	0	0	Knickerbocker			
6-Aug-36	Thu	hostage	Republicans	Nationalists	hold 5 aristocratic women	Spain	Oropesa	Oropesa		31	5	0	0	1001	0	0	0	0	0	0	Knickerbocker			
6-Aug-36	Thu	attack	Nationalists	Republicans	"shell, bomb, & move troops into city"	Spain	Merida	Merida		8000	0	0	0	3001	0	8	3	0	0	0	Cardozo			
7-Aug-36	Fri	move north	Nationalists	Republicans	"air-lifted from Morocco, move north"	Spain	Seville	Seville		8000	0	0	0	0		0	0	0	0	0	Fraser			
7-Aug-36	Fri	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
7-Aug-36	Fri	mobilization	Basques	Nationalists	Basque militia forms	Spain	Guipuzcoa			0	0	0	0	1001	0	0	0	0	0	0	Fraser			
7-Aug-36	Fri	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
7-Aug-36	Fri	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
7-Aug-36	Fri	attack	Nationalists	Republicans	shell church tower	Spain	Almendralejo	Almendralejo		1949	42	0	42	100	0	0	0	0	0	0	Knickerbocker			
7-Aug-36	Fri	hostage	Republicans	Nationalists	hold 600 on a ship in the harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
7-Aug-36	Fri	attack	Nationalists	Republicans	"shell, bomb, & move troops into city"	Spain	Merida	Merida		8000	0	0	0	3001	0	8	3	0	0	0	Cardozo			
8-Aug-36	Sat	move north	Nationalists	Republicans	"air-lifted from Morocco, move north"	Spain	Seville	Seville		8000	0	0	0	0		0	0	0	0	0	Fraser			
8-Aug-36	Sat	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
8-Aug-36	Sat	murder	Republicans	Nationalists	kill former socialists	Spain	Madrid			2	0	0	2	301	0	0	0	0	0	0	Fraser			
8-Aug-36	Sat	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
8-Aug-36	Sat	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
8-Aug-36	Sat	surrender	Republicans	Nationalists	give up for lack of water	Spain	Almendralejo	Almendralejo		1949	0	0	0	50	0	0	0	0	0	0	Knickerbocker			
8-Aug-36	Sat	hostage	Republicans	Nationalists	hold 600 on a ship in the harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
8-Aug-36	Sat	attack	Nationalists	Republicans	Franco takes city	Spain	Merida	Merida		8000	0	51	31	1001	0	51	31	0	0	0	Knickerbocker			
9-Aug-36	Sun	move north	Nationalists	Republicans	"air-lifted from Morocco, move north"	Spain	Seville	Seville		8000	0	0	0	0		0	0	0	0	0	Fraser			
9-Aug-36	Sun	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
9-Aug-36	Sun	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
9-Aug-36	Sun	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
9-Aug-36	Sun	hostage	Republicans	Nationalists	hold 600 on a ship in the harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
10-Aug-36	Mon	move north	Nationalists	Republicans	"air-lifted from Morocco, move north"	Spain	Seville	Seville		8000	0	0	0	0		0	0	0	0	0	Fraser			
10-Aug-36	Mon	arrest	Nationalists	Republicans	arrest Republicans	Spain	Cordoba			1001	0	0	0	0	16	0	0	0	0	0	Fraser			
10-Aug-36	Mon	murder	Republicans	Nationalists	kill suspected fascists	Spain	Madrid			17	0	0	17	301	0	0	0	0	0	0	Fraser			
10-Aug-36	Mon	siege	Republicans	military academy	surround & occasionally shell Alcazar	Spain	Toledo	Alcazar		1000	0	0	1	1001	0	0	0	0	0	0	Jackson			
10-Aug-36	Mon	battle	Nationalists	Republicans	Nationalists continue to attack; Republicans use artillery	Spain	Gijon	Gijon		301	0	0	0	1001	0	0	0	0	0	0	Fraser			
10-Aug-36	Mon	hostage	Republicans	Nationalists	hold 600 on a ship in the harbor	Spain	Malaga	Malaga		600	600	0	0	30001	0	0	0	0	0	0	Jackson			
10-Aug-36	Mon	attack	Nationalists	Republicans	attack city by air & ground; drive out Republicans	Spain	Navalmoral	Navalmoral		1301	0	8	3	1001	0	8	8	0	0	0	Cardozo			
10-Aug-36	Mon	attack	Republicans	Nationalists	Mangada column of women soldiers attack a village	Spain	Aravaca	Aravaca		301	0	3	1	301	0	8	1	0	0	0	Pettifer			
