Date	Day	Action	Actor	Target	Event	Country	Location	Issue	Linkdate	Time	Anti-treaty	Anti-treaty captured	Anti-treaty injured	Anti-treaty killed	Pro-treaty	Pro-treaty captured	Pro-treaty injured	Pro-treaty killed	Source	No event found		List of Sources
30-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Jan-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
31-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
31-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
31-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
31-Jan-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Feb-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Feb-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Feb-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Feb-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Feb-23	Fri	execution	anti-treaty	pro-treaty	anti-treaty prisoners executed for possessing handguns	Ireland	Mallow	treaty			5	0	0	5	31	0	0	0	Neeson			
2-Feb-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Feb-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Feb-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Feb-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Feb-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Feb-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Feb-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Feb-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Feb-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Feb-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Feb-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Feb-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Feb-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Feb-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Feb-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Feb-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
6-Feb-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
6-Feb-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
6-Feb-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
6-Feb-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
7-Feb-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
7-Feb-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
7-Feb-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
7-Feb-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
8-Feb-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
8-Feb-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
8-Feb-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
8-Feb-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
9-Feb-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
9-Feb-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
9-Feb-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
9-Feb-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
10-Feb-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
10-Feb-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
10-Feb-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
10-Feb-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
11-Feb-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
11-Feb-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
11-Feb-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
11-Feb-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
12-Feb-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
12-Feb-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
12-Feb-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
12-Feb-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
13-Feb-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
13-Feb-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
13-Feb-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
13-Feb-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
14-Feb-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
14-Feb-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
14-Feb-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
14-Feb-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
15-Feb-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
15-Feb-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
15-Feb-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
15-Feb-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
16-Feb-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
16-Feb-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
16-Feb-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
16-Feb-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
17-Feb-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
17-Feb-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
17-Feb-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
17-Feb-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
18-Feb-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
18-Feb-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
18-Feb-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
18-Feb-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
18-Feb-23	Sun	battle	pro-treaty	anti-treaty	surround an anti-treaty house & attack	Ireland	Glen of Aherlow	treaty			8	3	0	1	101	0	0	0	Younger			
19-Feb-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
19-Feb-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
19-Feb-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
19-Feb-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
20-Feb-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
20-Feb-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
20-Feb-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
20-Feb-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Feb-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Feb-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Feb-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Feb-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Feb-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Feb-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Feb-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Feb-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Feb-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Feb-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Feb-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Feb-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Feb-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Feb-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Feb-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Feb-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Feb-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Feb-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Feb-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Feb-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Feb-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Feb-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Feb-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Feb-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Feb-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Feb-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Feb-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Feb-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Feb-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Feb-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Feb-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Feb-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Mar-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Mar-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Mar-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Mar-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Mar-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Mar-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Mar-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Mar-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Mar-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Mar-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Mar-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Mar-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Mar-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Mar-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Mar-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Mar-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Mar-23	Mon	bomb-wd	anti-treaty	pro-treaty	pro-treaty officer killed by mine	Ireland	Tralee	treaty			3	0	0	0	8	0	0	1	Neeson			
5-Mar-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Mar-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Mar-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
