Date	Day	Action	Actor	Target	Event	Country	Location	Issue	Linkdate	Time	Anti-treaty	Anti-treaty captured	Anti-treaty injured	Anti-treaty killed	Pro-treaty	Pro-treaty captured	Pro-treaty injured	Pro-treaty killed	Source	No event found		List of Sources
26-Mar-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Mar-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Mar-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Mar-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Mar-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Mar-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Mar-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Mar-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Mar-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Mar-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Mar-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Mar-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Mar-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Mar-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Mar-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Mar-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Mar-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Mar-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Mar-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Mar-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
31-Mar-23	Sat	execution	anti-treaty	pro-treaty	Drumboe martyrs executed	Ireland	Dublin	treaty			4	0	0	4	8	0	0	0	Neeson			
31-Mar-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
31-Mar-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
31-Mar-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
31-Mar-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
1-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
2-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Apr-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Apr-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Apr-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
3-Apr-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Apr-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Apr-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Apr-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
4-Apr-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Apr-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Apr-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Apr-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
5-Apr-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
6-Apr-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
6-Apr-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
6-Apr-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
6-Apr-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
7-Apr-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
7-Apr-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
7-Apr-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
7-Apr-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
8-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
8-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
8-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
8-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
9-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
9-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
9-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
9-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
10-Apr-23	Tue	attack	pro-treaty	anti-treaty	pro-treaty forces close in on anti-treaty hierarchy; Liam Lynch shot dead	Ireland	Goatenbridge	treaty			8	0	1	1	301	0	0	0	Neeson			
10-Apr-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
10-Apr-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
10-Apr-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
10-Apr-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
11-Apr-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
11-Apr-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
11-Apr-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
11-Apr-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
12-Apr-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
12-Apr-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
12-Apr-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
12-Apr-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
13-Apr-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
13-Apr-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
13-Apr-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
13-Apr-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
14-Apr-23	Sat	arrest	anti-treaty	pro-treaty	arrest member of army executive & capture battle plans	Ireland	Mount Melleray	treaty			1	1	0	0	31	0	0	0	Neeson			
14-Apr-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
14-Apr-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
14-Apr-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
14-Apr-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
14-Apr-23	Sat	arrest	anti-treaty	pro-treaty	"capture Dan Breen, an anti-treaty leader"	Ireland	Mt. Melleray	treaty			1	1	0	0	101	0	0	0	Younger			
15-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
15-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
15-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
15-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
16-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
16-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
16-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
16-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
16-Apr-23	Mon	raid	pro-treaty	anti-treaty	kill 2 anti-treaty leaders	Ireland	Tipperary	treaty			2	0	0	2	31		0	0	Neeson			
17-Apr-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
17-Apr-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
17-Apr-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
17-Apr-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
18-Apr-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
18-Apr-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
18-Apr-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
18-Apr-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
18-Apr-23	Wed	raid	pro-treaty	anti-treaty	find hideout; firefight ensues	Ireland	Cashel	treaty			3	1	0	2	101	0	2	2	Younger			
19-Apr-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
19-Apr-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
19-Apr-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
19-Apr-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
20-Apr-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
20-Apr-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
20-Apr-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
20-Apr-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Apr-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Apr-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Apr-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
21-Apr-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
22-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
23-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Apr-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Apr-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Apr-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
24-Apr-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Apr-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Apr-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Apr-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
25-Apr-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Apr-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Apr-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Apr-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
26-Apr-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Apr-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Apr-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Apr-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
27-Apr-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Apr-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Apr-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Apr-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
28-Apr-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
29-Apr-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
30-Apr-23	Mon	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
1-May-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
1-May-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
1-May-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
1-May-23	Tue	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
2-May-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
2-May-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
2-May-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
2-May-23	Wed	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
3-May-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
3-May-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
3-May-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
3-May-23	Thu	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
4-May-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
4-May-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
4-May-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
4-May-23	Fri	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
5-May-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
5-May-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
5-May-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
5-May-23	Sat	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
6-May-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Cork	treaty			31	5	3	0	101	0	1	0	Neeson			
6-May-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Dublin	treaty			31	5	3	0	101	0	1	0	Neeson			
6-May-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Galway	treaty			31	5	3	0	101	0	1	0	Neeson			
6-May-23	Sun	raid	anti-treaty	pro-treaty	raids & counter-raids every day in large cities	Ireland	Waterford	treaty			31	5	3	0	101	0	1	0	Neeson			
